"bfhnr","inventur","tiefenstufe","ot","ut","m_trd_fbv2","m_ea_corg2","m_ea_cco32","m_ea_cges2","m_ea_n2","m_ak_ca2","m_ak_k2","m_ak_mg2","m_ak_na2","m_ak_al2","m_ak_mn2","m_ak_h2","m_ak_fe2","m_ak_ak2","m_ak_bs2","m_as_p2","m_as_ca2","m_as_k2","m_as_mg2","m_as_mn2","m_as_na2","m_as_al2","m_as_fe2","m_as_s2","m_ph_h2o2","m_ph_k2","m_ph_ca2","m_cn2","m_cp2"
80059,2,"10 - 30",10,30,702.1,48,0,48,1.69,0.44,1.06,0.59,0.35,116.5,0.13,2.1,2.3,123.47,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21,3.69,3.85,28.4,NA
80059,2,"30 - 60",30,60,1450.8,18.7,0,18.7,0.896,0.56,0.51,0.16,0.37,56.3,0.22,0.47,0.37,58.96,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49,4.06,4.26,20.87,NA
80059,2,"60 - 90",60,90,456,13.7,0,13.7,0.763,0.28,0.56,0.13,0.7,41.6,0.22,0.21,0.19,43.89,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51,4.24,4.45,17.96,NA
80060,2,"0 - 5",0,5,220,125,0,125,5.51,8.68,5.24,8.82,1.01,145.5,1.14,8.86,37.99,217.24,0.11,0.45,0.91,5.267,10.933,0.347,0.154,38,37,0.407,3.88,3.22,3.39,22.69,277.78
80060,2,"5 - 10",5,10,350,46.4,0,46.4,2.13,3.19,3.02,3.95,0.59,131.8,1.49,3.16,8.85,156.05,0.07,0.45,0.91,5.267,10.933,0.347,0.154,38,37,0.407,4.23,3.56,3.73,21.78,103.11
80060,2,"10 - 30",10,30,1218,34.5,0,34.5,1.52,1.38,2.26,1.58,0.35,114.7,0.51,1.54,0.92,123.24,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43,3.73,3.88,22.7,NA
80060,2,"30 - 60",30,60,2092.3,12.6,0,12.6,0.65,0.82,1.48,1.05,0.89,117.4,0.13,0.67,0.19,122.63,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,3.8,3.98,19.38,NA
80060,2,"60 - 90",60,90,432,6.71,0,6.71,0.43,0.78,2.4,1.32,0.96,155.3,0.13,0.37,0.09,161.35,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46,3.82,3.94,15.6,NA
80102,2,"10 - 30",10,30,1162.8,17.4,0,17.4,0.807,2.73,0.5,0.49,0.9,31.7,0.86,0.66,0.11,37.95,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,4.03,4.08,21.56,NA
80061,2,"0 - 5",0,5,53.5083,75.4,0,75.4,5,4.81,2.7,4.51,1.04,145.1,0.52,13.86,6.6,179.14,0.07,0.396,0.219,3.139,1.669,0.232,0.104300003051758,19.056,14.466,0.662,3.89,3.14,3.31,15.08,190.4
80061,2,"5 - 10",5,10,53.5083,24.9,0,24.9,1.74,1.6,1.27,1.61,0.43,126.5,0.63,7.5,2.99,142.53,0.03,0.223,0.129,3.767,1.813,0.173,0.0643000030517578,20.133,18.067,0.214,4.06,3.23,3.46,14.31,111.66
80061,2,"10 - 30",10,30,214.0333,15,0,15,1.15,0.88,1.06,1.09,0.31,103.9,1.37,4.42,0.64,113.67,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18,3.37,3.58,13.04,NA
80061,2,"30 - 60",30,60,3043.8,5.02,0,5.02,0.475,0.28,0.96,0.43,0.14,49.5,0.77,1.12,0.04,53.24,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43,3.82,3.9,10.57,NA
80061,2,"60 - 90",60,90,2793,1.45,0,1.45,0.219,0.16,0.86,0.2,0.16,28.2,0.83,0.44,0.02,30.87,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,3.96,3.98,6.62,NA
80062,2,"0 - 5",0,5,340.5,39.6,0,39.6,2.19,6.45,0.77,6.65,0.47,29.5,0.1,19.55,3.65,67.14,0.21,0.267,0.279,0.948,0.612,0.0469000015258789,0.0894000015258789,7.186,5.988,0.296,3.83,2.91,3.14,18.08,148.31
80062,2,"5 - 10",5,10,363.4,29.1,0,29.1,1.26,2.1,0.69,4.67,0.42,53.2,0.57,15.34,6.3,83.29,0.09,0.267,0.189,1.287,0.775,0.0622000007629395,0.063,9.508,9.109,0.174,3.8,2.96,3.2,23.1,108.99
80062,2,"10 - 30",10,30,1615,21.9,0,21.9,0.945,0.5,0.68,2.07,1.01,65.5,1.69,6.64,3.89,81.98,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99,3.32,3.48,23.17,NA
80062,2,"30 - 60",30,60,2808,8.11,0,8.11,0.464,0.24,0.48,0.4,0.14,36.4,0.68,0.53,0.19,39.06,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39,3.99,4,17.48,NA
80062,2,"60 - 90",60,90,2857.5,5.12,0,5.12,0.322,0.1,0.39,0.13,0.17,20.4,0.19,0,0.06,21.44,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59,4.28,4.28,15.9,NA
80063,2,"0 - 5",0,5,62.8,74.2,0,74.2,3.71,56.37,1.38,26.24,0.49,3.6,0.83,5.62,1.1,95.63,0.88,0.265,1.455,0.875,0.587,0.0342000007629395,0.189,3.282,2.641,0.482,4.6,3.77,3.95,20,280
80063,2,"5 - 10",5,10,62.8,46.8,0,46.8,2.3,25.27,1.03,16.3,0.16,7.1,0.28,11.72,1.31,63.17,0.68,0.303,1.164,0.898,0.546,0.0233999996185303,0.215,3.463,2.971,0.489,4.32,3.34,3.57,20.35,154.46
80063,2,"10 - 30",10,30,585.6,19.1,0,19.1,0.901,0.26,0.27,0.63,0.04,48.5,0.7,1.05,1.48,52.93,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,3.81,3.8,21.2,NA
80063,2,"30 - 60",30,60,1003.2,19,0,19,0.854,1.78,0.29,3.29,0.12,37.7,0.1,8.63,4.43,56.34,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,3.23,3.35,22.25,NA
80063,2,"60 - 90",60,90,1320,8.57,0,8.57,0.484,0.00833333333333333,0.21,0.07,0.01,22.9,0.2,0,0.11,23.51,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,4.31,4.32,17.71,NA
80064,2,"0 - 5",0,5,155.25,20.2,0,20.2,1.04,0.1,0.49,0.63,0.28,18.2,0.06,11.99,1.8,33.55,0.04,0.176,0.121,1.177,0.436,0.0187999992370605,0.063,4.985,3.706,0.158,3.76,3.01,3.13,19.42,114.77
80064,2,"5 - 10",5,10,148,20.2,0,20.2,1.03,0.00833333333333333,0.45,0.56,0.14,33.6,0.32,11.38,3.42,49.88,0.02,0.169,0.119,1.271,0.496,0.0379000015258789,0.066,5.722,4.225,0.12,3.76,3.09,3.21,19.61,119.53
80064,2,"10 - 30",10,30,656,15.5,0,15.5,0.784,0.00833333333333333,0.44,0.33,0.23,38.9,3.67,2.77,0.47,46.82,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12,3.65,3.65,19.77,NA
80064,2,"30 - 60",30,60,1140,11.6,0,11.6,0.637,0.00833333333333333,0.27,0.07,0.01,16.1,0.36,0,0.04,16.86,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66,4.28,4.3,18.21,NA
80064,2,"60 - 90",60,90,1081.5,4.96,0,4.96,0.36,0.00833333333333333,0.35,0.03,0.01,9.7,0.09,0,0.02,10.21,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82,4.46,4.48,13.78,NA
80065,2,"0 - 5",0,5,199.5,43.9,0,43.9,2.14,0.86,1.16,1.19,0.5,97.4,0.47,10.1,8.59,120.27,0.03,0.649,0.296,1.95,1.125,0.169,0.135,17.205,12.845,0.178,3.83,3.17,3.28,20.51,67.64
80065,2,"5 - 10",5,10,170.5,36.1,0,36.1,1.74,0.54,0.98,0.79,0.59,93.3,1.25,2.59,2.21,102.25,0.03,0.649,0.293,1.948,1.117,0.168,0.134,17.007,12.854,0.178,3.82,3.63,3.68,20.75,55.62
80065,2,"10 - 30",10,30,700,26.8,0,26.8,1.3,0.48,0.78,0.49,0.49,65,0.68,0.95,0.52,69.39,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,3.87,3.93,20.62,NA
80065,2,"30 - 60",30,60,1093.5,12.2,0,12.2,0.632,0.3,0.44,0.2,0.5,43.6,0.22,0.14,0.21,45.61,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49,4.07,4.21,19.3,NA
80065,2,"60 - 90",60,90,1201.5,6.26,0,6.26,0.392,0.34,0.48,0.13,0.49,34,0.1,0,0.00333333333333333,35.54,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47,4.18,4.23,15.97,NA
80066,2,"0 - 5",0,5,344.6,61.3,0,61.3,3.25,13.13,1.62,5.96,0.66,60.4,0.6,20.34,5.37,108.08,0.2,0.379,0.5,1.761,0.627,0.0648000030517578,0.245,11.582,7.994,0.391,3.85,3,3.14,18.86,161.74
80066,2,"5 - 10",5,10,412.2,25.3,0,25.3,1.24,4.93,1.07,3.82,0.43,85.3,0.32,11.81,5.95,113.63,0.09,0.301,0.232,1.646,0.672,0.116,0.078,12.973,9.121,0.142,3.92,3.15,3.32,20.4,84.05
80067,2,"0 - 5",0,5,326.7,59.6,0,59.6,3.3,55.83,3.79,29.23,0.94,47.9,0.63,7.7,8.77,154.79,0.58,0.533,1.613,5.432,4.032,0.139,0.126,22.326,14.962,0.42,4.41,3.49,3.84,18.06,111.82
80067,2,"5 - 10",5,10,504.9,32.5,0,32.5,2.32,36.85,1.79,21.37,0.54,36.4,0.52,4.07,3.72,105.26,0.58,0.486,1.195,5.694,4.129,0.173,0.134,23.477,17.716,0.318,4.68,3.66,4.01,14.01,66.87
80067,2,"10 - 30",10,30,2613.6,12.9,0,12.9,1.1,28.74,1.3,16.76,0.38,20.9,1.34,1.62,0.15,71.19,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,3.92,4.27,11.73,NA
80067,2,"30 - 60",30,60,4841.1,3.7,0,3.7,0.419,37.11,1.58,24.33,0.43,2.1,0.5,0.36,0.00333333333333333,66.41,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11,4.37,4.95,8.83,NA
80067,2,"60 - 90",60,90,4247.1,1.71,0.239808153477218,1.94980815347722,0.277,47.62,4.76,32.69,0.66,0.4,0.54,0.19,0.00333333333333333,85.73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,4.65,5.32,6.17,NA
80068,2,"0 - 5",0,5,299.5,57.2,0,57.2,3.79,2.14,3.38,3.39,1.24,116.2,5.26,11.23,6.57,149.41,0.07,0.792,0.366,3.361,3.035,0.602,0.109,29.884,34.609,0.403,3.87,3.13,3.33,15.09,72.22
80068,2,"5 - 10",5,10,517.1,26.4,0,26.4,1.7,0.54,1.72,1.38,0.38,109.4,5.93,4.37,1.07,124.79,0.03,0.773,0.41,4.165,3.765,1.216,0.0985999984741211,33.056,44.985,0.227,4.15,3.43,3.59,15.53,34.15
80068,2,"10 - 30",10,30,2386.1,10.9,0,10.9,0.893,0.7,1.71,0.86,0.28,83.2,5.5,1.79,0.04,94.08,0.04,0.713,0.4,5.594,4.096,1.239,0.187,45.288,45.288,0.154,4.47,3.69,3.81,12.21,15.29
80068,2,"30 - 60",30,60,3286.7,6.85,0,6.85,0.691,1.26,2.05,1.19,0.24,89.6,4,1.91,0.02,100.27,0.05,0.713,0.4,5.594,4.096,1.239,0.187,45.288,45.288,0.154,4.47,3.65,3.79,9.91,9.61
80068,2,"60 - 90",60,90,3672,4.88,0,4.88,0.543,4.71,2.05,2.86,0.31,75.7,2.99,1.84,0.00333333333333333,90.46,0.11,0.6476634,0.4382053,5.112281,3.8540331,1.0374532,0.1726038,42.6839489,42.6839489,0.142926,4.62,3.68,3.85,8.99,7.53
80069,2,"0 - 5",0,5,375,32.5,0,32.5,2.06,24.37,2.91,12.84,0.5,52.4,11.63,1.85,0.19,106.69,0.38,0.363,0.653,6.3,5.767,1.683,0.0793000030517578,30.633,29.5,0.186,4.7,3.68,4.03,15.78,89.53
80069,2,"5 - 10",5,10,504.5,20.4,0,20.4,1.45,13.71,1.8,9.48,0.45,70.2,8.46,2.75,0.15,107,0.24,0.331,0.436,6.294,6.194,1.785,0.0838000030517578,29.937,33.633,0.141,4.65,3.61,3.91,14.07,61.63
80069,2,"10 - 30",10,30,2537.5,11.2,0,11.2,0.962,9.16,1.46,13.37,0.37,52.3,5.82,1.03,0.04,83.55,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.87,3.67,3.98,11.64,NA
80069,2,"30 - 60",30,60,4560,3.21,0.455635491606715,3.66563549160671,0.417,59.08,6.39,48.43,0.57,NA,NA,NA,NA,114.47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.48,5.69,5.66,7.7,NA
80069,2,"60 - 90",60,90,3127.5,5.63,1.45083932853717,7.08083932853717,0.607,112.75,6.57,63.34,0.49,NA,NA,NA,NA,183.15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.79,6.47,6.53,9.28,NA
80070,2,"0 - 5",0,5,341.6,61.1,0,61.1,3.71,1.26,1.89,1.45,0.97,95.3,1,31.25,9.2,142.32,0.04,0.297,0.166,2.978,1.24,0.255,0.079,13.918,14.875,0.353,3.41,2.74,2.95,16.47,205.72
80070,2,"5 - 10",5,10,495.2,24.6,0,24.6,1.37,0.36,0.82,0.56,0.43,112.5,4.67,8.6,1.7,129.64,0.02,0.26,0.16,4.427,1.675,0.75,0.095,19.656,20.879,0.176,3.92,3.17,3.35,17.96,94.62
80070,2,"10 - 30",10,30,2376.4,10.5,0,10.5,0.735,0.36,0.76,0.26,0.78,54.5,2.62,2.34,0.19,61.81,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39,3.74,3.85,14.29,NA
80070,2,"30 - 60",30,60,3120,5.02,0,5.02,0.457,0.28,1.05,0.26,0.31,53.3,3.29,1.39,0.32,60.2,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.37,3.65,3.87,10.98,NA
80070,2,"60 - 90",60,90,2688,2.97,0,2.97,0.357,0.3,1.07,0.16,0.26,48.3,1.54,1.3,0.00333333333333333,52.93,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48,3.65,3.84,8.32,NA
80071,2,"0 - 5",0,5,357,53.4,0,53.4,2.97,5.69,1.58,2.57,0.57,103.9,0.2,20.79,9.95,145.25,0.07,0.211,0.239,2.789,1.125,0.0414000015258789,0.097,14.403,9.536,0.322,3.45,2.71,2.99,17.98,253.08
80071,2,"5 - 10",5,10,391.9,23.5,0,23.5,1.07,1.88,0.9,0.92,0.35,117.2,0.06,12.36,8.49,142.16,0.03,0.161,0.161,3.227,1.252,0.0357000007629395,0.097,16.513,12.913,0.168,3.82,2.96,3.18,21.96,145.96
80071,2,"10 - 30",10,30,1877.9,15.7,0,15.7,0.762,0.72,1.14,0.59,0.21,107.6,0.48,3.53,3.29,117.56,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13,3.42,3.64,20.6,NA
80071,2,"30 - 60",30,60,4149,6.73,0,6.73,0.493,0.42,1.44,0.26,0.3,47.9,0.87,0.85,0.17,52.21,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34,3.86,3.94,13.65,NA
80071,2,"60 - 90",60,90,2040,1.88,0,1.88,0.221,0.32,1.5,0.2,0.3,48.3,0.76,0.85,0.00333333333333333,52.23,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.36,3.72,3.83,8.51,NA
80072,2,"0 - 5",0,5,275.5,81.8,0,81.8,5.09,3.35,2.36,2.37,1.1,118.1,0.19,30.74,14.46,172.67,0.05,0.41,0.341,4.381,1.558,0.145,0.29,19.169,12.748,0.743,3.52,2.75,2.95,16.07,199.51
80072,2,"5 - 10",5,10,431.6,32.2,0,32.2,1.77,0.24,1.23,0.79,0.47,114.7,0.07,9.31,7.2,134.01,0.02,0.233,0.156,3.989,1.5,0.178,0.093,18.53,14.474,0.25,3.84,3.18,3.37,18.19,138.2
80072,2,"10 - 30",10,30,2470,7.88,0,7.88,0.523,0.00833333333333333,1.22,0.26,0.19,64.6,0.35,1.85,0.39,68.87,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18,3.59,3.72,15.07,NA
80072,2,"30 - 60",30,60,4395.6,3.24,0,3.24,0.291,0.36,1.7,0.3,0.3,42.1,0.19,2.4,0.47,47.82,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39,3.8,3.85,11.13,NA
80072,2,"60 - 90",60,90,4360.5,1.38,0,1.38,0.218,0.0333333333333333,2.11,0.26,0.24,49.2,0.15,1.14,0.09,53.22,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49,3.71,3.78,6.33,NA
80073,2,"0 - 5",0,5,145,64.9,0,64.9,2.6,98.78,1.35,40.72,0.54,0.2,1.27,0,0.02,142.88,0.99,0.145,2.883,0.292,0.695,0.0765999984741211,0.172,0.884,1.505,0.329,5.64,5.16,5.12,24.96,447.59
80238,2,"60 - 90",60,90,4009.5,5.24,8.11750599520384,13.3575059952038,0.676,129.8,3.19,19.33,0.9,NA,NA,NA,NA,153.22,1,0.46,NA,NA,NA,NA,NA,NA,NA,0.14,8.25,7.43,7.62,7.75,11.39
80073,2,"5 - 10",5,10,232.3,14.4,0,14.4,0.623,8.2,0.56,7.8,0.3,1.3,0.04,6.41,0.26,24.87,0.68,0.091,0.353,0.204,0.175,0.00430000019073486,0.043,0.693,1.487,0.128,4.65,3.56,3.66,23.11,158.24
80073,2,"10 - 30",10,30,831.8,4.46,0,4.46,0.25,0.66,0.18,1.45,0.26,2,0.01,2.81,0.15,7.52,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12,3.57,3.55,17.84,NA
80073,2,"30 - 60",30,60,883.5,9.16,0,9.16,0.413,0.64,0.34,0.95,0.37,29.4,0.01,4.59,1.74,38.04,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07,3.47,3.46,22.18,NA
80073,2,"60 - 90",60,90,612,12.8,0,12.8,0.561,0.42,0.59,0.63,0.49,61.1,0.01,2.72,3.74,69.7,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17,3.6,3.62,22.82,NA
80074,2,"0 - 5",0,5,68,20.6,0,20.6,1,9.64,0.5,8.53,0.75,10.5,0.06,9.53,1.16,40.67,0.48,0.197,0.291,0.441,0.324,0.0113999996185303,0.046,4.048,3.162,0.112,4.32,3.2,3.48,20.6,104.57
80074,2,"5 - 10",5,10,76,14.8,0,14.8,0.709,5.55,0.51,5.93,0.75,25.9,0.07,9.98,2.49,51.18,0.25,0.239,0.231,0.652,0.414,0.0187000007629395,0.046,6.521,5.462,0.112,4.14,3.15,3.39,20.87,61.92
80074,2,"10 - 30",10,30,528,15,0,15,0.667,1.06,0.44,2.21,0.49,69.8,0.09,4.98,3.8,82.87,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12,3.46,3.58,22.49,NA
80074,2,"30 - 60",30,60,1944,7.3,0,7.3,0.389,0.12,0.27,0.53,0.28,28.2,0.17,0.28,0.41,30.26,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64,4.17,4.16,18.77,NA
80074,2,"60 - 90",60,90,1962,1.14,0,1.14,0.16,0.00833333333333333,0.2,0.07,0.21,7.5,0.03,0,0.00333333333333333,8.02,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91,4.47,4.46,7.13,NA
80075,2,"0 - 5",0,5,224.25,45.6,0,45.6,1.6,4.91,0.97,6.91,0.33,34.4,0.06,22.56,6.32,76.46,0.17,0.192,0.426,0.869,0.626,0.0265,0.0422999992370605,6.296,6.129,0.329,3.69,2.83,3.04,28.5,237.5
80075,2,"5 - 10",5,10,234,27.5,0,27.5,0.849,1.3,0.61,2.53,0.33,48.9,0.01,16.11,11.02,80.81,0.06,0.122,0.183,0.883,0.563,0.0262000007629395,0.016,7.328,6.995,0.151,3.67,2.98,3.14,32.39,225.41
80075,2,"10 - 30",10,30,1302.7,23,0,23,0.828,0.68,0.64,0.72,0.45,50.9,0.04,0.51,1.98,55.92,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28,4.02,4,27.78,NA
80075,2,"30 - 60",30,60,2057.4,7.77,0,7.77,0.398,0.1,0.72,0.1,0.17,24.6,0.03,0,0.32,26.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38,4.32,4.35,19.52,NA
80075,2,"60 - 90",60,90,780,2.48,0,2.48,0.176,0.32,0.43,0.1,0.17,15.7,0.03,0,0.13,16.88,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,4.26,4.27,14.09,NA
80076,2,"0 - 5",0,5,367.5,38.8,0,38.8,1.55,1.2,0.88,1.28,0.78,73.6,0.52,10.43,9.39,98.08,0.04,0.185,0.56,1.206,1.529,0.144,0.035,11.696,11.829,0.187,3.76,3.23,3.33,25.03,209.73
80076,2,"5 - 10",5,10,292.5,22.3,0,22.3,0.979,0.42,0.69,0.53,0.26,53.8,1.7,1.63,0.71,59.74,0.03,0.184,0.613,1.325,1.815,0.261,0.0425,14.486,12.155,0.147,4.19,3.78,3.82,22.78,121.2
80076,2,"10 - 30",10,30,1512,11.7,0,11.7,0.615,0.36,0.66,0.3,0.19,35.9,1.34,0.31,0.11,39.17,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46,4.02,4.07,19.02,NA
80076,2,"30 - 60",30,60,3146.9,6.11,0,6.11,0.413,0.22,0.98,0.43,0.33,43.6,1.16,1.22,0.06,48,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33,3.89,3.97,14.79,NA
80076,2,"60 - 90",60,90,1440,2.2,0,2.2,0.239,0.38,1.61,0.59,0.38,65.6,0.83,1.82,0.02,71.23,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27,3.71,3.82,9.21,NA
80077,2,"0 - 5",0,5,338.1,86.4,0,86.4,4.3,412.38,4.78,12.91,0.7,0.7,4.67,0,0.11,436.25,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63,4.8,4.91,20.09,NA
80077,2,"5 - 10",5,10,426.3,58.7,0,58.7,2.79,391.2,4.28,10.04,0.77,0.5,3.06,0,0.00333333333333333,409.85,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.89,4.94,5.08,21.04,NA
80077,2,"10 - 30",10,30,891,49.47,6.03117505995204,55.501175059952,2.59,513.07,3.83,8.82,0.89,NA,NA,NA,NA,526.61,1,0.38,NA,NA,NA,NA,NA,NA,NA,0.32,7.22,6.71,6.76,19.1,130.18
80077,2,"30 - 60",30,60,1309.5,15.1,71.294964028777,86.394964028777,0.798,173.91,2.28,2.07,0.28,NA,NA,NA,NA,178.54,1,0.34,NA,NA,NA,NA,NA,NA,NA,0.29,7.74,7.44,7.46,18.92,44.41
80077,2,"60 - 90",60,90,1224,12.4,83.8009592326139,96.2009592326139,0.525,112.46,1.87,1.48,0.31,NA,NA,NA,NA,116.12,1,0.27,NA,NA,NA,NA,NA,NA,NA,0.29,7.9,7.68,7.54,23.62,45.93
80078,2,"0 - 5",0,5,158.55,78.15,1.95443645083933,80.1044364508393,4.59,273.05,5.93,101.3,0.61,NA,NA,NA,NA,380.89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,5.9,6.12,17.03,NA
80078,2,"5 - 10",5,10,158.55,63.47,3.42925659472422,66.8992565947242,3.89,374.39,5.62,129.81,0.87,NA,NA,NA,NA,510.69,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.41,6.87,6.98,16.32,NA
80078,2,"10 - 30",10,30,413.4,32.79,4.20863309352518,36.9986330935252,2.41,311.18,4.19,127.54,1.01,NA,NA,NA,NA,443.92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.82,7.26,7.26,13.61,NA
80078,2,"30 - 60",30,60,423,18.6,19.1007194244604,37.7007194244604,1.45,247.45,4.64,87.31,0.84,NA,NA,NA,NA,340.24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.23,7.43,7.46,12.83,NA
80079,2,"0 - 5",0,5,425,67,0,67,4.26,188.6,6.87,16.89,0.77,3.9,10.37,0.21,0.28,227.89,0.94,1.201,3.794,9.106,6.994,0.95,0.191,37.644,33.19,0.386,5.36,4.44,4.8,15.73,55.79
80079,2,"5 - 10",5,10,558,28.6,0,28.6,2.03,68.88,3.87,7.64,0.66,62.5,6.26,4.22,0.52,154.55,0.52,1.068,1.76,10.279,7.818,0.808,0.205,39.92,37.858,0.226,4.53,3.51,3.93,14.09,26.78
80079,2,"10 - 30",10,30,2244,18.3,0,18.3,1.49,186.65,4.34,9.28,0.77,2.2,2.9,0.06,0.00333333333333333,206.2,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42,4.52,4.85,12.28,NA
80079,2,"30 - 60",30,60,1830,12.86,5.74340527577938,18.6034052757794,1.13,304.47,5.77,6.06,0.43,NA,NA,NA,NA,316.73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.86,7.1,7.13,11.38,NA
80079,2,"60 - 90",60,90,720,10.76,6.5347721822542,17.2947721822542,0.959,292.44,6.29,4.81,0.26,NA,NA,NA,NA,303.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,7.1,7.22,11.22,NA
80080,2,"0 - 5",0,5,343.4,31.7,0,31.7,1.47,2.16,1.05,1.32,0.75,92.4,0.8,21.83,7.82,128.13,0.04,0.216,0.172,2.596,1.005,0.157,0.075,13.624,10.516,0.191,3.32,2.76,3.01,21.56,146.76
80080,2,"5 - 10",5,10,409.5,16.6,0,16.6,0.793,0.5,0.88,0.56,0.33,101.3,1.11,8.63,4.94,118.25,0.02,0.184,0.134,3.312,1.173,0.276,0.061,16.131,13.614,0.0930999984741211,3.43,3.13,3.37,20.93,90.22
80080,2,"10 - 30",10,30,2482.4,11.7,0,11.7,0.648,0.3,1.04,0.33,0.35,68.5,2.01,1.43,0.24,74.2,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28,3.66,3.77,18.06,NA
80080,2,"30 - 60",30,60,1246.2,3.68,0,3.68,0.323,0.56,1.14,0.2,0.24,45.4,1.56,0.82,0.02,49.94,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32,3.7,3.86,11.39,NA
80080,2,"60 - 90",60,90,1770,1.38,0,1.38,0.192,0.7,1.52,0.16,0.49,48,0.26,0.71,0.00333333333333333,51.84,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33,3.62,3.77,7.19,NA
80081,2,"0 - 5",0,5,356.4,47.8,0,47.8,1.9,10.58,1.37,14.45,0.66,52.3,0.04,21.08,6.73,107.21,0.25,0.134,0.375,2.266,0.986,0.00730000019073486,0.168,9.961,3.154,0.23,3.7,2.86,3.09,25.16,356.72
80081,2,"5 - 10",5,10,485.1,25.5,0,25.5,0.855,1.32,1.27,4.38,1.17,67.5,0.03,10.94,11.73,98.34,0.08,0.112,0.143,2.346,1.029,0.0175,0.051,11.549,4.6,0.12,3.75,3.09,3.28,29.82,227.68
80081,2,"10 - 30",10,30,2450,11.3,0,11.3,0.368,0.4,1.04,2.14,0.73,51.4,0.03,3.9,5.61,65.25,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14,3.42,3.63,30.71,NA
